chr	start	end	decoyID	SpliceAI_score	strand	rbpnet	prpf8	smb	n_categories	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Adipose_b	Adipose_c	Adipose_d	Adrenal_b	Adrenal_c	Amnion	Astrocytes	Bladder_a	Bone_marrow_a	Bone_marrow_b	Bone_marrow_c	Brain_Endoth	Breast_a	Breast_Epith_a	Cerebellum_a	Cerebellum_c	Chorion	CL_293T	CL_EndoBH1C_a	CL_Gm12878	CL_HeLa	CL_K562	CL_LP1	CL_MB231	CL_MCF7	CL_PNT2	CL_SHSY5Y_noRA	CL_SHSY5Y_RA	Colon_b	Colon_sigmoid	Colon_transverse	Cortex	Decidua	Embr_2C_a_A	Embr_2C_a_B	Embr_4C_a_A	Embr_4C_a_B	Embr_4C_a_C	Embr_8C_a_A	Embr_8C_a_B	Embr_8C_a_C	Embr_8C_a_D	Embr_Cortex_13_17wpc	Embr_Forebrain_9_12wpc	Embr_Forebrain_St13_14	Embr_Forebrain_St17_20	Embr_Forebrain_St22_23	Embr_ICM_a_A	Embr_Morula_a_A	Embr_Morula_a_B	Embr_TE_a_A	Embr_TE_a_B	EndomStromCells	EndothCells	EpithelialCells	ESC_H1_a	ESC_H1_b	ESC_H1_c	ESC_H1_d	ESC_H9_a	ESC_H9_b	Fibroblasts	Frontal_Gyrus_old	Frontal_Gyrus_young	GLS_cells	Heart_a	Heart_b	Heart_c	HFDPC	HMEpC_a	iPS_a	iPS_b	Kidney_d	Kidney_e	Kidney_f	Liver_a	Liver_b	Liver_c	Lung_b	Lung_e	Lung_f	Lymph_node_b	Lymph_node_c	Melanocytes	Microglia	MonoNucCells	MSC	Muscle_b	Muscle_d	Muscle_e	NCC_Cranial_c	NCC_default_b	NCC_Enteric_b	NCC_Melano_biased_b	Neuroblastoma	Neurons	Neurons_Cortex_KCl_0h	Neurons_Cortex_KCl_1h	Neurons_Cortex_KCl_6h	NPC_a	NPC_b	Oligodendrocytes	Oocyte_a_A	Ovary_a	Ovary_b	Pancreas_Acinar_Old	Pancreas_Acinar_Young	Pancreas_Alpha_Old	Pancreas_Alpha_Young	Pancreas_Beta_Old	Pancreas_Beta_Young	Pancreas_Duct_Old	Pancreas_Duct_Young	Placenta_a	Placenta_b	Placenta_c	Placenta_Epith	Prostate_b	Prostate_c	Prostate_d	Retina_a	Retina_macular	Retina_peripheral	Skin_a	Skin_b	Skin_c	Skin_d	Small_intestine	Spleen_a	Spleen_b	Stomach_a	Stomach_b	Sup_Temporal_Gyrus	Testis_a	Testis_b	Testis_c	Thymus_a	Thymus_b	Thyroid_b	Thyroid_c	Thyroid_d	WBC_d	WBC_e	Whole_Brain_b	Zygote_a_A	psi_chr	intron_start	intron_end	intron_length	decoy_coord_1based	decoy_distance_from_canonical_5ss
chr16	89861285	89861286	SPIRE2_89861285	0.218176	+	1	1	0	2	SPIRE2	HsaINT0158027	chr16:89860796-89863475	2680	chr16:89860683-89860795=89863476-89863610:+	IR	13.04		9.09	30.77	33.33	13.04	69.23	41.94	100	25	0		54.55	50	75.61	59.1	0	24.53	19.83	60	21.43	8.11		4	20.14	46.67	30.56	24.14	23.08	54.55	41.14	37.89	43.43	0	0	0	0	0					38.89	50.71	48.51	60.53	60.75						14.29	9.09	60	29.03	23.94	40	50.88	26.58	11.11	22.22	52.81	49.78	28.57	50			31.82	16	27.27	29.41	11.11	5.26	33.33	18.52	46.34	45.45	54.84	40.51	23.85	14.29	12.5	13.64	100	100	40		100		37.61	30.43	20	18.84	28		22.08	17.95	15.79	26.32	15		0	27.66	31.03	100	60	70.83	54.35	61.9	47.62	100	83.33	52.69	39.02	36.04	35.85	22.03	32.2	21.05	25	5.54	8.22	7.69	16.42	43.86	69.23	30.89	20	100	97.39	41.94	19.39	21.62	45.91	31.73	100		53.19	27.94	21.82	71.43	60	32.33	0	chr16	89860796	89863475	2680	89861286	490
chr1	31791783	31791784	SPOCD1_31791783	0.179464	-	1	0	0	1	SPOCD1	HsaINT1042853	chr1:31791253-31792214	962	chr1:31792215-31792401=31790422-31791252:-	IR	22.06	47.19	75.48		30.69			45.61		31.96			31.96	57.54	42.43	21.99	0	57.54		0	35.21	76.23		21.99	28.2	100			57.06		100	38.91	31.96									0	38.88		100	0							33.16	44.94	33.92	64.6	28.11	100	63.92			34.06	37.83	43.85	31.81	100		0	30.97	35.41	16.49	13.54			100		0	100	25.4	36.25	30.76	57.06	38.17	41.47		0	36.92	31.96	31.96		24.69	19.02	0	46.97	43.86		31.13	22.47	27.32	36.43	100	100		100	100			100	30.69	100	100	100	100	48.08		100		0	63.88	100		10.51			47.71	0	0	21.86	26.05	34.1		40.24	100	6.52	16.74	12.95	100	30.69		19.02	15.82	47.71	1.77	100	0	chr1	31791253	31792214	962	31791784	430
chr11	14254955	14254956	SPON1_14254955	0.185905	+	1	0	0	1	SPON1	HsaINT0158152	chr11:14254730-14255646	917	chr11:14254528-14254729=14255647-14255787:+	IR	0.7	0	0.07	0.68	1	0	0.86	0		0			0	2.86	0	0.95	0	0	0	20							0	1.24	0.69	5.98	3.25	0	0	0	0	0	0	0	0			0	0.84	0	0.31	0.23	0.24							100	40	0	0	0	0	0	0		0	5.71	3.27	0	0.95	0.23	28.14	40	0	0	0	0	1.94	0	5.15	0	0.47	0.95	0	0	0		0	26.77	0.53	0	0		0.29	0	0	0			0.35	1.11	0	0	0		0	0	0	0	6.04	100	100	27.47	50.18	100	100	1.15	3.76	3.98	100	2.57	0	0	0	0.17	0.11	19.53	0.16	0.44	0.73	0	2.1	0	0	1.55	0	0	3.7	0.68	0	10	0	0	0	0	0	0.44	0	chr11	14254730	14255646	917	14254956	226
chr2	138560175	138560176	SPOPL_138560175	0.277596	+	1	0	1	2	SPOPL	HsaINT0158183	chr2:138559338-138560804	1467	chr2:138559282-138559337=138560805-138560927:+	IR	9.85	7.94	0	2.86	6.25	0	2.56	0	4.13	0.32	1.89	3.23	3.08	16.71	5.88	5.71	0	5.56	0.27	2.13	0	0	0	0	3.11	0	2.18	1.3	0.11	3.91	10.13	4	0	0	0	0	0	0	0	0	0	0	9.23	14.54	13.97	14.61	20.75	0	0	0	0	0	0	6.16	7.34	2.33	2.1	5.66	0	0	2.97	0	0	2.08	1.01	20.83	9.86	2.79	6.67	4.52	5.06	20	2.44	0	0.44	0	7.8	0.3	7.14	6.93	2.44	0.52	0	3.64	1.35	9.44	11.69	0	20	1.75	6.25	0	0	0	0	0	7.69	2.53	5.26	3.57	0	0.5	0	6.17	7.89	1.04	2.22	3.23	4.85	3.35	6.09	2.41	3.01	5.49	5.45	11.76	4.85	10.17	2	0.62	0	0.57	0.72	12.42	4.53	14.5	20.61	2.86	20.91	0	10.87	11.23	0	0	9.28	0.99	20	3.03	23.87	3.64	0.79	1.04	0.14	4.76	0	chr2	138559338	138560804	1467	138560176	838
chr17	49603510	49603511	SPOP_49603510	0.336492	-	0	0	1	1	SPOP	HsaINT0158171	chr17:49602008-49607249	5242	chr17:49607250-49607372=49601865-49602007:-	IR	11.83		2.23	0	3.02	4.29	27.13	2.64	8.79	6.14	7.69	9.74	8.67	2.48	3.75	7.04	0	1.92	3.1	4.76	3.98	3.59	0.52	0	10.06	1.49	7.97	6.4	3	6.79	2.44	3.25	5.06	0	0.17	0	0	0	0	0	1.16	0	3.59	5.65	6.12	5.79	6.51	0	0	0.28	0	0	3.24	6.74	3.29	2.78	1.78	10.06	2.5	2.86	18.11	0.87	2.74	2.02	4.38	1.83	7.64		3.59	1.65	9.12	3.39	4.07	2.24	2.83	0.7	5.43	3.02	7.42	8.68	4	2.02	2.25	5.18	36.94	27.24	4.16	0	7.88	3.51	4.05	2.33	1.64	1.04	3.71	14.18	6	3.19	2.71	2.61	2.91	10.04	0	2.59	5.36	20.08	27.01	25.32	19.64	15.89	30.46	15.48	20.27	9.24	5.76	12.65	6.94	4.26	6.1	3.69	0.62	1.16	1.59	0.77	12.51	17.23	16.3	6.83	20.37	5.02	3.38	8.63	0.7	2.93	13.72	3.98	23.55	36.94	7.66	3.48	4.37	10.77	2.53	2.7	0	chr17	49602008	49607249	5242	49603511	3738
chr17	49611457	49611458	SPOP_49611457	0.289419	-	0	0	1	1	SPOP	HsaINT0158168	chr17:49611458-49618980	7523	chr17:49618981-49619108=49611280-49611457:-	IR	2.65		0.58	0.87	1.01	0	11.85	0.51	2.04	0.79	4.25	0	1.55	6.9	1	3.46	0	0.88	0.56	0.45	0.37	0.84	0	0	3.56	0	1.85	3.33	0.99	2.93	2.38	0.69	0	0	0	0	0	0	0	0	0	0	0.17	0.55	0.7	1.7	1.27	0	0	0	0	0	0	2.18	7.49	3.36	2.15	0.97	0.73	1.94	23.19	0	0	1.07	3.39	0.58	2.14	0	3.34	4.33	6.61	0.38	2.07	0	1.93	0	5.01	7.18	2.95	1.47	0.13	0.33	0.11	7.97	10.73	11.03	4.81	0	0.86	1.22	1.16	0	0	0	2.17	0	1.33	1.18	3.19	0.39	0.15	9.04	0	1.14	0.16	17.58	16.63	25.28	14.59	19.22	23.44	25.96	23.9	0.24	2.34	6.96	7.48	7.57	0.14	0.6	0	0.73	0.73	3.75	9.42	8.97	3.81	1.53	10.58	0.52	34.17	4.25	0	0	10.64	0.22	14.76	2.94	7.97	0.45	0.2	0.8	0.36	1.7	0	chr17	49611458	49618980	7523	49611458	7522
chr15	50730208	50730209	SPPL2A_50730208	0.18371	-	1	0	0	1	SPPL2A	HsaINT1042859	chr15:50726378-50730964	4587	chr15:50730965-50731039=50726321-50726377:-	IR	3.23		0	1.01	1.57	0	0	2.17	6.67	1.32	3.39	0	0	7.79	5.26	8.11	0	0	0.57	0.85	0.75	0.39	0	0	4	1.01	3.39	2.99	2.8	9.93	14.53	0.75	0	1.18	0	0	0	0	0	0	0	0	5.95	4.21	6.48	10.91	9.86	0	0	4.11	0	0	1.69	6.79	5.12	0	1.37	0	0.62	3.12	4	0	0	4	2.02	0.16	3.17		3.42	2.51	1.23	0	2	0	1.42	0	3.78	0.88	2.87	1.5	0.16	0.41	0	5.88	7.22	16.39	2.13	0	0.37	0.15	0.83	1.37	0	1.61	0.84	20	3.37	1.1	3.87	0.67	1.75	0	0	0.51	0.41	2.75	4.42	4.8	8.61	3.43	6.69	1.51	2.22	0.96	1.14	4.02	2.74	2.38	0.38	0.3	0	0	0	1.33	3.87	8.67	6.37	1.17	18.9	0.26	92.66	2.19	0	0	11.26	0.18	11.39	15.72	5.32	0.77	0.27	0	0.14	5.05	0.52	chr15	50726378	50730964	4587	50730209	755
chr19	2339289	2339290	SPPL2B_2339289	0.162411	+	0	1	1	2	SPPL2B	HsaINT0158224	chr19:2339209-2339823	615	chr19:2339065-2339208=2339824-2339966:+	IR	16.91		6.15	1.03	19.63	22.73	0	9.33	51.11	31.69	28.03	0	3.63	13.57	28.52	29.36	31.34	17.24	13.43	19.84	11.72	14.64	6.15	0.56	5.66	20.59	18.33	20.62	16.6	17.52	27.71	23.81	25.16		0	0		0			0		26.49	24.42	43.24	33.48	34.84				0	0	5.88	19.27	21.17	12.32	12	10.16	4.86	12.1	20	3.12	28.51	25.76	30.88	14.52	19.72		15.88	11.5	4.43	4.56	19.05	10.67	23.67	10.81	18.87	18.18	25.83	23.35	18.08	20.69	18.35	14.14		40.94	13.41	2.22	21.05	46.41	17.38	17.59	11.65	16.13	19.77		10.84	4.42	6.12	7.98	2.17			7.69	13.33	0	4.55	14.29	29.41	15.07	21.21	45.45	15.79	14.29	22.38	23.08	17.55	11.3	19.82	17.96	23.19	2.6	5.2	14.86	11.93	38.67	34.69	18.27	23.48	24.94	10.49	22.63	17.86	5.16	23.87	15.75	17.95	6.89	21.43	8.98	19.03	21.65	9.86	19.86		chr19	2339209	2339823	615	2339290	81
chr1	231340977	231340978	SPRTN_231340977	0.19243	+	0	0	1	1	SPRTN	HsaINT0022110	chr1:231339869-231347796	7928	chr1:231339769-231339868=231347797-231347925:+	IR	6.83	7.5	4	0	6.12	0	18.75	0.69	16.28	2.16	4.4		0	7.69	6.67	8.05	0	3.03	1.64	4.62	2.22	0.46	0	0	10.49	2.33	6.94	11.11	0	9.84	13.73	17.95	11.11	0	0	0	1.43	0	1.4	21.68	16.99	8.71	7.53	6.83	7.55	6	11.39		0	17.48	0	0	5.88	10.45	8.24	1.59	3.7	7.37	10.34	3.03	11.11	3.09	0	6.82	10.34	5.26	6.33	4.69	10.37	4.04	16.38	6.17	13.04	14.29	4	4.35	13.04	3.03	15.79	11.11	3.45	4.52	4.66	5.82	21.43	10.49	9.75	0	2.7	1.59	4.55	5	0	0	7.32	100	4.13	2.22	2.78	2.44	1.28	11.11	0	0	2.78	14.29	10	7.98	17.31	22.91	18.07	11.59	15.79	2.38	4.62	10.91	10.78	0	1.64	1.89	0	0	0	1.24	2.76	15.38	10.81	9.09	12.94	1.45	71.43	3.37	7.69	4.28	7.1	1.6	16.67	18.18	9.64	4.29	8.7	3.57	2.5	10.64	0	chr1	231339869	231347796	7928	231340978	1109
chr5	142317025	142317026	SPRY4_142317025	0.131089	-	0	1	1	2	SPRY4	HsaINT0158279	chr5:142315156-142319743	4588	chr5:142319744-142319794=142310427-142315155:-	IR	20.45	5.13	8.28	7.9	18.49	14.29	52.99	1.58		0		42.86	30.71	6.64	24.42	13.12	0		10	20	0	3.2		2.53	60.23	50.36	23.37	27.28	6.98	26.73	92.89	24.27	9.79		0	0	0	0	1.53	21.73	0	0	5.03	13.52	2.38	8.72	0		100	0		100	9.32	42.7	57.54	5.53	6.94	10.11	8.01	4.6	21.61	22.49	14.41	8.67	23.58	8.07	61.69	9.16	52.44	19.87	10.42	3.65	16.87	0	18.64	33.33	55.99	29.3	14.17	13.73	11.9	3.45	12.29	5.92			27.99	0	3.11	10.29	13.93		0	0	14.59		20.37	11.27	21.88	13.01	8.16	23.21		17.07	4.11	7.34	0	13.11	25.69	21.13	16.74	14.74	29.38	10.75	9.12	14.23	25	6.25	8.06	6.99	7.38	1.12	0	0	7.9	28	33.33	20.13	10.39	6.39	0	10.18	0	2.56	4.84	22.55	9.28	16.18	6.16	10.37	4.18			14.44		chr5	142315156	142319743	4588	142317026	2717
chr1	158650556	158650557	SPTA1_158650556	0.113665	-	1	1	0	2	SPTA1	HsaINT0158324	chr1:158649948-158651366	1419	chr1:158651367-158651468=158649856-158649947:-	IR	6.49	0	0						23.69	1.56	2.09			0						0		0								0			0								0		0	0	15.41	5.72	0							6.91											0		42.15	0															0				0				100																		100		100			19.54	0	5.12						0	0		0				0	0			100	0	0	0	32.69	49.28				0				chr1	158649948	158651366	1419	158650557	809
chr1	158651550	158651551	SPTA1_158651550	0.189938	-	1	0	1	2	SPTA1	HsaINT0158323	chr1:158651469-158652466	998	chr1:158652467-158652653=158651367-158651468:-	IR	0	16.17							53.39	3.31	6.64					0				0		0.45											100								0		14.44	16.17	16.17	19.71	36.65							9.7												0									0				0		0									0	100														0				100		100		100	16.17	6.04	8.79				0		0			0				28.91	0				0	100	1.65	16.17	100								chr1	158651469	158652466	998	158651551	915
chr2	54641872	54641873	SPTBN1_54641872	0.304009	+	0	0	1	1	SPTBN1	HsaINT0158459	chr2:54637804-54642982	5179	chr2:54637713-54637803=54642983-54643129:+	IR	0.83	0.08	0	0.11	3.5	0	1.5	2.19	0	0.09	0.24	2.69	0.51	1.02	0.42	0.67	0	0	0	0	0.06	0.09	0	0	1.23	0.15	1.84	1.5	0.85	2.61	3.79	0.04	0	0	0	0	0	0	0	0	0	0	0.41	0.46	1.49	0.34	0.6	0	0	0	0	0	0	1.28	0.93	0	0.4	0	0.06	0	3.04	0.4	0	0.17	1.09	0.07	1.55	0.46	1.21	0.7	7.8	0	3.54	0	1.32	0	2.25	1.84	3.57	0.6	0.03	0.17	0.12	1.66	0	10.96	1.28	0	1.37	0	0.07	0	0	0	0.94	3.7	2.53	3.68	2.33	0.19	0.31	0.5	0	0	2.11	3.16	14.27	9.09	5.8	5.47	14.55	3.54	5.02	0.63	0.7	3.35	1.89	2.74	0	0.27	2.58	0.39	0.42	1.13	1.17	4.24	1.97	1.54	5.35	0	9.37	4.51	0.21	0.15	3.22	0.03	9.16	6.94	2.72	1.2	0.04	0	0	1.16	0	chr2	54637804	54642982	5179	54641873	4069
chr2	54648083	54648084	SPTBN1_54648083	0.702146	+	1	0	1	2	SPTBN1	HsaINT0158466	chr2:54647262-54648985	1724	chr2:54647131-54647261=54648986-54649190:+	IR	1.2	0.03	0.05	0.22	1.69	0.12	0.86	1.7	0	0.81	0.51	1.52	0.38	1.38	0.48	0.2	0	0.64	0	0.52	0.28	0.42	0	0	0.59	0	1.22	0.98	1.96	4.12	6.72	0.05	0	0	0	0	0	0	0	0	0	0	0.38	0.7	0.87	0.69	0.66	0	0	0	0	0	0	2.32	1.49	0	0.33	0.22	0.37	0.21	0.88	0.33	0	0.19	1.13	0.1	2.06	0.62	1.33	0.94	0.7	0	2.18	0.38	1.81	0.29	2.2	1.99	5.43	1.19	0	0.27	0.17	1.47	0	12.36	1.9	0	1.1	0.57	0.17	0	0.32	0.07	1	0	14.9	11.48	13.27	0.11	0.21	0.26	0	0.2	0.73	1.66	1.86	2.9	1.75	1.57	1.89	1.44	1.44	0.53	1.07	1.21	2.51	2.02	0.52	0.44	0	0.09	0.08	1.3	0.3	3.07	3.86	1.1	2.81	0.75	5.09	2.49	0.08	0	8.75	0.07	4.98	4.33	1.19	0.75	0.1	0	0.29	1.59	0	chr2	54647262	54648985	1724	54648084	822
chr2	54650054	54650055	SPTBN1_54650054	0.215482	+	0	0	1	1	SPTBN1	HsaINT0158468	chr2:54649990-54653608	3619	chr2:54649615-54649989=54653609-54653853:+	IR	1.82	0.02	0.18	0.12	2.99	0.18	13.44	0.69	7.27	0.67	1.44	7.69	0.49	1.28	2.41	1.46	1.33	0.35	0.63	0.54	0.1	0.38	0.31	0	2	0.4	1.36	2.93	2	1.34	9.81	0.18	0.38	0	0	0	0	0.28	1.04	0	0	0	0.76	1.49	4.07	1.04	1.49	0	0	0	0	0	0	2.19	0.82	0.2	0.41	0.31	0.08	0	0.79	0.29	0.08	0.61	1.77	0.64	1.75	0.88	1.26	0.61	3.12	0	3.69	0	1.14	0	2.87	2.41	5.27	0.77	0.09	0.23	0.09	1.12		7.05	1.78	0	1.94	0	0.31	0	0	0	0.83	66.67	0.93	4.54	4.57	0.3	0.31	4	0	0.47	1.6	8.28	12.57	8.3	11.2	5.68	9.52	4.53	6.75	0.86	1.21	3.51	1.39	2.81	1.05	0.79	0.45	0.19	0.19	1	0.61	2.98	3.32	0.52	3.84	0.05	5.91	3.16	0	0.4	5.11	0.5	4.45	5.58	2.29	0.72	0.21	1.08	0	2.5	0.25	chr2	54649990	54653608	3619	54650055	65
chr2	54657783	54657784	SPTBN1_54657783	0.365867	+	1	0	1	2	SPTBN1	HsaINT0158471	chr2:54655999-54657849	1851	chr2:54655914-54655998=54657850-54658046:+	IR	1.11	0.06	0.35	0.32	2.91	0.65	1.46	0.82	4.47	3.94	12.33	0.73	0.12	1.35	0.41	1.61	0.26	0.85	0.31	2.6	0.73	2.37	0.23	0.24	1.93	0.39	2.37	2.03	0.81	3.13	4.83	0.27	0.65	0	0.95	10.27	0	1.23	0	1.54	0	0	0.77	1.16	4.16	2.37	2.14	0	0	0	0	0	0	2.03	2.03	0.26	0.9	0.26	0.24	0.38	2.45	0.53	0.19	0.3	1.9	0.15	1.35	1.01	2.12	1.12	0.96	0.38	4.64	0.23	2.81	0.13	3.45	2.75	4.85	0.8	0.53	0.9	0.68	0.99	0	13.65	2.04	0	1.28	0.14	0.58	0.45	0.86	0.64	2.31	8.18	2.29	2.34	2.66	0.43	0.16	0.57	0	0.41	1.43	6.94	14.38	9.78	12.83	5.77	9.63	4.45	5.28	1.44	1.62	1.59	3.62	2.89	0.59	0.5	0.1	0.08	0.27	1.57	1.35	5.45	4.38	2.9	2.66	1.26	5.61	2.72	0.05	0.26	4.68	0.63	3.19	3.7	2.26	1.3	0.47	4.58	2.98	1.72	0.46	chr2	54655999	54657849	1851	54657784	1785
chr11	66715495	66715496	SPTBN2_66715495	0.152688	-	0	0	1	1	SPTBN2	HsaINT0158507	chr11:66715396-66715829	434	chr11:66715830-66715981=66715222-66715395:-	IR	14.29	4.76	0	1.72	1.49	0	0	2.33	0		33.33		6.67	1.2	4.87	2.72	0	2.56	1.22	0	2.86	1.6	0.67	0	5.36	1.3	4.35	1.27	0		20	1.55	14.29										3.92	4.64	1.1	6.31	3.45							1.75	2.04	1.96	3.3	1	1.69	1.27	3.45	0	2.28	2.82	6.67		0	25	100	1.42	16.67	0	6.33	4.55	8.18	4.76	4.87	2.38	50	4.76	0	2.86	2.56	7.69			17.65	0			3.28	0	2.04	2.04	7.69		1.83	0.88	1.5	0	0	0	0	0	7.69	10.14	8.82	10.11	21.05	6.04	12	20	0	0	6.67	7.94	4.89	4.26	3.17	2.65	12.57	0.16	0.96	1.08	3.12	12.34	9.74	14.29	11.11	7.69	0	5.88	0.9	0.24	2.67	1.07			0	0	0			2.31		chr11	66715396	66715829	434	66715496	333
chr15	41862928	41862929	SPTBN5_41862928	0.268945	-	1	0	0	1	SPTBN5	HsaINT0158590	chr15:41862904-41863703	800	chr15:41863704-41863818=41862790-41862903:-	IR	0		0					0		0	0		0	27.84	0	0.8	0		0	0	0		0	0	0					0	0	0								0			0	0	0		0							6.77	0	0	0	0	0	0	5.33	0	0	0	0	0	0		4.6	0		0	0	0	0		0	0	0	0	0	0	0	0		0	21.95		0	100	44.68	0		0				0						0	0	100	100		100		100	100		0	16.17	0	0	0	0	0	0.51	0.11	0.12	0	0.41	4.8	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0		chr15	41862904	41863703	800	41862929	774
chr15	41868883	41868884	SPTBN5_41868883	0.170786	-	1	0	0	1	SPTBN5	HsaINT0158580	chr15:41868602-41869840	1239	chr15:41869841-41870020=41868398-41868601:-	IR	0		0	0		0		0		0				0	1.67	1.12	0		0		16.72	0			0	0			0	0	13.93	0	0	100	100						100		0	0	0		0							15.47	11.32	0	0	0		0			0	0	6.05	0	5.08		19.54	12.19		32.69			0		27.42	0	7.49	13.93	0	0	0	34.48		0	6.49			0	13.42	0		0					0						0	32.69		100	100	100	100	100	100	0	100	32.69	48.55	0	0	0	0.63	2.04	4.47	32.69	3.96	13	0		0	0		0	100	0	10.26	0			13.93		0	0		5.72	100	chr15	41868602	41869840	1239	41868884	956
chr15	41873632	41873633	SPTBN5_41873632	0.368519	-	1	0	0	1	SPTBN5	HsaINT0158572	chr15:41873609-41873844	236	chr15:41873845-41874045=41873492-41873608:-	IR	0		0	100				0		0	0			12.19	1.86	1.27		0		0	9.09		0		0		0	0	0	0	0	0											0	0	0	0	0							10.78	10.54	0	24.46	0	0	0	0	0	0	0	8.35	0	6.97		25.28	9.72		0	100	0	32.48	0	0	19.08	100	0	2.82	0	0	51.23		19.08	15.54		0	0	0			0							0			0	0	100	58.58	0	100			100	31.37		100	100	31.37	0	0	8.93	3.59	2.26	2.29	0	2.74	36.59	0	0	0		0	0			23.91	0			4.35	4.11	7.89	0		100		chr15	41873609	41873844	236	41873633	211
chr14	64778721	64778722	SPTB_64778721	0.234079	-	1	0	0	1	SPTB	HsaINT0158430	chr14:64775404-64779156	3753	chr14:64779157-64779246=64775125-64775403:-	IR	4.3	0	0	0	0			0	8.62	12.73	12.21		0	17.65	1.21	3.65		0	3.59			1.75				4.5	0	0	0	4.98	100	0	7.28	0	0	0	0	0	0	0		0	2.62	4.15	0	2.7	2.55	0		0						0	0	0	0	0	0		0	0	4.73	0.6	4.77	3.14			0	0		0	0			0	0	0	5.56		32.04			0		0.51	0.77	1.5	44	0				0	15.87	100	65.35	0	0		0	0	0			31.48	33.96	2.55	12.39	48.53	100	2.2	0	0		12.76	0	0	0	0	0	0	5.49	37.41	0	8.62	7.45	7.28		10.54	0	0	5.35	8.12	0	0	0	0	0		0	6.93	0	chr14	64775404	64779156	3753	64778722	434
chr9	92046596	92046597	SPTLC1_92046596	0.12172	-	0	1	0	1	SPTLC1	HsaINT0158624	chr9:92046054-92047171	1118	chr9:92047172-92047268=92045999-92046053:-	IR	3.91	1.89	0	3.67	2.02	1	1.94	1.34	17.35	0.18	0.49	0	1.1	4.26	3.08	3.12	0	1.86	0.65	2.79	1.1	0.94	0.46	0	4.31	0.33	2.47	3.22	2.82	2.92	4.97	2.41	2.56	0	0	0	0	0	0	0	0	0	4.26	5.2	6.9	4.44	4.45	0	0	0	0	0	0	3.01	2.2	0	0.81	0.48	0.13	1.85	5.65	0.97	0.99	3.27	18.82	0	8.17	3.26	1.94	0.97	3.09	0.19	2.49	0	3.23	1.23	6.55	2.46	5.72	3.21	2.17	2.45	1.12	2.46	7.79	14.81	3.59	0	2.43	4.14	1.11	0.81	0.24	0.19	0.37	100	1.69	0.69	2.66	1.62	0.22	0	0	0.77	1.04	5.9	10.83	7.7	6.21	4.42	8.07	6.49	9.19	3.58	2.43	3.26	2.92	2.39	1.02	1.03	0.67	0.88	0.52	2.35	4.38	10.36	6.42	1.73	7.02	2.13	13.83	3.31	0.56	0	8.2	2.08	11.53	0.88	1.69	1.06	1.21	1.4	0	5.41	0	chr9	92046054	92047171	1118	92046597	574
chr14	77564743	77564744	SPTLC2_77564743	0.235101	-	0	1	0	1	SPTLC2	HsaINT0158643	chr14:77562490-77570383	7894	chr14:77570384-77570508=77562396-77562489:-	IR	20.71	2.54	0	0	0.74	0	6.25	1.14	9.55	0.17	0.19	0	2.44	14.04	0	0.52	0	0	0	0.35	0.74	0	0	2.7	5.52	0.75	4.03	4.68	2.92	9.4	7.66	0	0	0	0	0	0	0	5.88	0	0	38.67	4.61	2.3	0.57	1.32	1.72	0	0	0	0	0	0	3.8	1.45	0	0.54	0	0	0	15.46	0.32	0	2.13	6.17	0	11.34	0.47	1.48	0.84	2.94	0.41	5.66	0	4.52	0	12.08	0.83	7.03	2.47	0	0	0	2.19	27.78	11.29	6.08	0	0	0	2.07	0	0	0	0.93	0	0	3.03	5.56	0	0	11.36	0	0.81	2.9	10.53	26.83	14	15.15	12	9.08	11.11	12.78	0.51	2.33	5.41	5.18	2.99	2.65	0.52	6.98	3.26	3.36	4.76	11.33	9.22	6.38	1.02	20.99	0.56	8.52	4	2.13	0.65	14.75	0.28	15.56	54.64	3.47	1.44	2.33	0.82	0.16	2.35	0	chr14	77562490	77570383	7894	77564744	5639
chr14	77565731	77565732	SPTLC2_77565731	0.397402	-	1	1	0	2	SPTLC2	HsaINT0158643	chr14:77562490-77570383	7894	chr14:77570384-77570508=77562396-77562489:-	IR	20.71	2.54	0	0	0.74	0	6.25	1.14	9.55	0.17	0.19	0	2.44	14.04	0	0.52	0	0	0	0.35	0.74	0	0	2.7	5.52	0.75	4.03	4.68	2.92	9.4	7.66	0	0	0	0	0	0	0	5.88	0	0	38.67	4.61	2.3	0.57	1.32	1.72	0	0	0	0	0	0	3.8	1.45	0	0.54	0	0	0	15.46	0.32	0	2.13	6.17	0	11.34	0.47	1.48	0.84	2.94	0.41	5.66	0	4.52	0	12.08	0.83	7.03	2.47	0	0	0	2.19	27.78	11.29	6.08	0	0	0	2.07	0	0	0	0.93	0	0	3.03	5.56	0	0	11.36	0	0.81	2.9	10.53	26.83	14	15.15	12	9.08	11.11	12.78	0.51	2.33	5.41	5.18	2.99	2.65	0.52	6.98	3.26	3.36	4.76	11.33	9.22	6.38	1.02	20.99	0.56	8.52	4	2.13	0.65	14.75	0.28	15.56	54.64	3.47	1.44	2.33	0.82	0.16	2.35	0	chr14	77562490	77570383	7894	77565732	4651
