candidate_group	GENE	EVENT	COORD	intron_length	chr	strand	decoyID	start	end	decoy_coord_1based	decoy_distance_from_canonical_5ss	intron_start	intron_end	mESC_lift_Chr	mESC_lift_Start	mESC_lift_End	mESC_ir_Chr	mESC_ir_Start	mESC_ir_End	mESC_ir_gene	mESC_IRratio_mean	mESC_IR_overlap_bp	psi_count_ge10	psi_count_ge10_brain	brain_retained	SpliceAI_score	phastCons100_mean	phastCons470_mean	MaxEnt_decoy	MaxEnt_canonical
	VPS39	HsaINT0180827	chr15:42169867-42173722	3856	chr15	-	VPS39_42173112	42173112	42173113	42173113	609	42169867	42173722	chr2	120332504	120332597	chr2	120328716	120333389	Vps39	0.0262091666666667	94	10	1	FALSE	0.01845	0.0455993	0.0589285	7.96	8.88
	VPS41	HsaINT0180868	chr7:38726989-38728541	1553	chr7	-	VPS41_38727222	38727222	38727223	38727223	1318	38726989	38728541	chr13	18863405	18863466	chr13	18862783	18864032	Vps41	0.0761779333333333	62	21	1	FALSE	0.05271	0.0120225	0.0241825	10.24	10.77
	VPS41	HsaINT0180863	chr7:38745614-38752175	6562	chr7	-	VPS41_38752120	38752120	38752121	38752121	54	38745614	38752175	chr13	18849388	18849491	chr13	18849024	18852340	Vps41	0.00162392666666667	104	92	17	TRUE	0.770524	0.0337521	0.0472543	11.01	10.51
	VPS41	HsaINT0180857	chr7:38758482-38763454	4973	chr7	-	VPS41_38758959	38758959	38758960	38758960	4494	38758482	38763454	chr13	18841495	18841563	chr13	18841251	18842152	Vps41	0.00301833533333333	69	18	1	FALSE	0.069208	0.0546557	0.063566	9.79	8.98
	VPS45	HsaINT0180879	chr1:150082884-150091936	9053	chr1	+	VPS45_150090986	150090986	150090987	150090987	8103	150082884	150091936	chr3	96037921	96038027	chr3	96033824	96041337	Vps45	0	107	33	3	TRUE	0.026186	0.124046	0.151462	8.92	-22.39
	VPS4B	HsaINT0180909	chr18:63399324-63400047	724	chr18	-	VPS4B_63399416	63399416	63399417	63399417	630	63399324	63400047	chr1	106779376	106779412	chr1	106779051	106779961	Vps4b	0.107732366666667	37	5	0	FALSE	0.076631	0.0559448	0.0250435	5.39	5.56
	VPS4B	HsaINT0180907	chr18:63400704-63403706	3003	chr18	-	VPS4B_63403043	63403043	63403044	63403044	662	63400704	63403706	chr1	106782381	106782455	chr1	106780661	106782665	Vps4b	0.00905165666666667	75	2	0	FALSE	0.015902	0.0350333	0.044455	9.07	5.49
	VPS4B	HsaINT0180905	chr18:63407500-63410289	2790	chr18	-	VPS4B_63409518	63409518	63409519	63409519	770	63407500	63410289	chr1	106788095	106788239	chr1	106786771	106789928	Vps4b	0.0902019	145	3	0	FALSE	0.009882	0.0402348	0.0639889	8.88	7.73
	VPS50	HsaINT0028972	chr7:93232501-93239865	7365	chr7	+	VPS50_93235493	93235493	93235494	93235494	2993	93232501	93239865	chr6	3498591	3498741	chr6	3498556	3504868	Vps50	0.0421949	151	3	0	FALSE	0.132441	0.0485897	0.092011	9.22	-19.83
	VPS54	HsaINT0180938	chr2:63916964-63919882	2919	chr2	-	VPS54_63919617	63919617	63919618	63919618	264	63916964	63919882	chr11	21308638	21308683	chr11	21307022	21308738	Vps54	0.0459559	46	80	18	TRUE	0.108774	0.0887009	0.165183	7.64	9.81
	VPS72	HsaINT0180957	chr1:151177032-151178000	969	chr1	-	VPS72_151177606	151177606	151177607	151177607	393	151177032	151178000	chr3	95122073	95122107	chr3	95121407	95122378	Vps72	0.498179333333333	35	11	2	FALSE	0.021881	0.0249917	0.0207611	5.29	9.25
	VPS8	HsaINT0180970	chr3:184824786-184826162	1377	chr3	+	VPS8_184826053	184826053	184826054	184826054	1268	184824786	184826162	chr16	21435580	21435626	chr16	21435064	21435752	Vps8	0.111111	47	3	0	FALSE	0.225678	0.0748932	0.123743	-7.84	-30.11
	VPS8	HsaINT0180970	chr3:184824786-184826162	1377	chr3	+	VPS8_184826056	184826056	184826057	184826057	1271	184824786	184826162	chr16	21435580	21435626	chr16	21435064	21435752	Vps8	0.111111	47	3	0	FALSE	0.110832	0.0748932	0.123743	10.36	-30.11
	VPS8	HsaINT0180978	chr3:184915475-184920126	4652	chr3	+	VPS8_184916230	184916230	184916231	184916231	756	184915475	184920126	chr16	21518953	21519025	chr16	21518233	21521883	Vps8	0	73	1	0	FALSE	0.008093	0.0929813	0.122873	7.23	-25.62
	VPS8	HsaINT0180985	chr3:184930569-184936245	5677	chr3	+	VPS8_184936162	184936162	184936163	184936163	5594	184930569	184936245	chr16	21539842	21539952	chr16	21533162	21543267	Vps8	0	111	41	3	TRUE	0.401532	0.0836456	0.134519	9.65	-23.59
	VPS8	HsaINT0180986	chr3:184936336-184940196	3861	chr3	+	VPS8_184938344	184938344	184938345	184938345	2009	184936336	184940196	chr16	21542995	21543075	chr16	21533162	21543267	Vps8	0	81	14	0	FALSE	0.058354	0.0391298	0.0655878	8.31	-27.17
	VPS9D1	HsaINT1046425	chr16:89712100-89712459	360	chr16	-	VPS9D1_89712353	89712353	89712354	89712354	105	89712100	89712459	chr8	123248560	123248603	chr8	119910940	124295357	Galnt2l	0	44	122	16	TRUE	0.001155	0.0712694	0.0654556	0.84	-13.26
	VRK1	HsaINT0181008	chr14:96833632-96837761	4130	chr14	+	VRK1_96837307	96837307	96837308	96837308	3676	96833632	96837761	chr12	106039624	106039705	chr12	106036705	106042836	Vrk1	0.01939257	82	0	0	FALSE	0.352545	0.0302547	0.0553036	10.67	-26.19
	VRK2	HsaINT0181018	chr2:58084139-58084880	742	chr2	+	VRK2_58084569	58084569	58084570	58084570	431	58084139	58084880	chr11	26549558	26549616	chr11	26549365	26550025	Vrk2	0.00236406666666667	59	13	0	FALSE	0.023764	0.105443	0.226821	8.34	-27.2
	VRK2	HsaINT0181023	chr2:58123234-58131807	8574	chr2	+	VRK2_58129764	58129764	58129765	58129765	6531	58123234	58131807	chr11	26498087	26498502	chr11	26489894	26498916	Vrk2	0.333333333333333	416	7	1	FALSE	0.056432	0.317295	0.363245	7.1	-20.41
	VRK3	HsaINT0181038	chr19:50007827-50009235	1409	chr19	-	VRK3_50008619	50008619	50008620	50008620	615	50007827	50009235	chr7	44759461	44759527	chr7	44757896	44760877	Vrk3	0.0747069	67	10	2	FALSE	0.024413	0.0233307	0.0281848	9.46	10.57
	VRK3	HsaINT0181030	chr19:50020648-50025266	4619	chr19	-	VRK3_50022114	50022114	50022115	50022115	3151	50020648	50025266	chr7	44752005	44752072	chr7	44748652	44753815	Vrk3	0.0279716333333333	68	51	8	TRUE	0.301552	0.0250606	0.0197393	8.83	8.41
	VSIG10	HsaINT0181060	chr12:118066695-118068376	1682	chr12	-	VSIG10_118066934	118066934	118066935	118066935	1441	118066695	118068376	chr5	117352623	117352658	chr5	117351792	117352750	Vsig10	0.01530993	36	21	9	TRUE	0.10145	0.0176819	0.00926132	10.07	10.22
	VSIG1	HsaINT0181048	chrX:108067135-108072676	5542	chrX	+	VSIG1_108069303	108069303	108069304	108069304	2169	108067135	108072676	chrX	140929942	140930145	chrX	140926522	140932464	Vsig1	0	204	11	2	FALSE	0.300931	0.150254	0.194047	10.57	-24.95
	VSIG1	HsaINT0181049	chrX:108072833-108073249	417	chrX	+	VSIG1_108073084	108073084	108073085	108073085	252	108072833	108073249	chrX	140932804	140932854	chrX	140932621	140933006	Vsig1	0	51	11	2	FALSE	0.079501	0.0847314	0.13276	10.67	-39.33
	VSIG2	HsaINT0181071	chr11:124750922-124751422	501	chr11	-	VSIG2_124751310	124751310	124751311	124751311	111	124750922	124751422	chr9	37540097	37540137	chr9	37539439	37540375	Vsig2	0	41	87	19	TRUE	0.486642	0.0196567	0.0554072	11	4.44
	VSIG2	HsaINT0181070	chr11:124751581-124752076	496	chr11	-	VSIG2_124751941	124751941	124751942	124751942	134	124751581	124752076	chr9	37539657	37539707	chr9	37539439	37540375	Vsig2	0	51	73	12	TRUE	0.10554	0.0924415	0.18245	8.41	6.13
	VSIG4	HsaINT0181082	chrX:66022863-66025024	2162	chrX	-	VSIG4_66023238	66023238	66023239	66023239	1785	66022863	66025024	chrX	96249128	96249227	chrX	96248236	96249874	Vsig4	0	100	4	0	FALSE	0.035513	0.03342	0.120815	8.14	8.54
	VSIG8	HsaINT0181087	chr1:159856644-159857744	1101	chr1	-	VSIG8_159857150	159857150	159857151	159857151	593	159856644	159857744	chr1	172560950	172561057	chr1	172560780	172561495	Vsig8	0	108	74	14	TRUE	0.087663	0.0360109	0.0351054	3.24	8.68
	VSIR	HsaINT0019527	chr10:71753003-71755358	2356	chr10	-	VSIR_71755015	71755015	71755016	71755016	342	71753003	71755358	chr10	60367277	60367390	chr10	60337863	60376788	Cdh23	0	114	13	1	FALSE	0.150244	0.04491	0.0729567	9.26	8.56
	VSX1	HsaINT1046438	chr20:25079515-25081672	2158	chr20	-	VSX1_25081267	25081267	25081268	25081268	404	25079515	25081672	chr2	150686949	150687020	chr2	150686227	150688515	Vsx1	0.252883666666667	72	10	4	TRUE	0.235917	0.0193007	0.0500509	7.87	3.57
	VTA1	HsaINT0181122	chr6:142189535-142198438	8904	chr6	+	VTA1_142195295	142195295	142195296	142195296	5761	142189535	142198438	chr10	14668379	14668443	chr10	14668109	14675933	Vta1	0.0211599	65	13	2	FALSE	0.303117	0.0606467	0.0542025	8.73	-22.63
	VWA3A	HsaINT1046451	chr16:22119028-22120967	1940	chr16	+	VWA3A_22120710	22120710	22120711	22120711	1683	22119028	22120967	chr7	120775546	120775593	chr7	120775502	120775999	Vwa3a	0	48	61	17	TRUE	0.167753	0.0373299	0.025732	9.33	-15.24
	VWA3A	HsaINT1046451	chr16:22119028-22120967	1940	chr16	+	VWA3A_22120715	22120715	22120716	22120716	1688	22119028	22120967	chr7	120775546	120775593	chr7	120775502	120775999	Vwa3a	0	48	61	17	TRUE	0.053767	0.0373299	0.025732	6.06	-15.24
	VWA3A	HsaINT0181170	chr16:22131280-22131584	305	chr16	+	VWA3A_22131528	22131528	22131529	22131529	249	22131280	22131584	chr7	120782489	120782532	chr7	120782419	120782589	Vwa3a	0	44	64	17	TRUE	0.067922	0.131157	0.0430952	9.55	-18.54
	VWA3A	HsaINT0181175	chr16:22138513-22140153	1641	chr16	+	VWA3A_22138625	22138625	22138626	22138626	113	22138513	22140153	chr7	120791518	120791673	chr7	120790205	120791673	Vwa3a	0	156	72	16	TRUE	0.01279	0.0368342	0.0504024	8.95	-24.93
	VWA3A	HsaINT0181184	chr16:22150847-22152510	1664	chr16	+	VWA3A_22152467	22152467	22152468	22152468	1621	22150847	22152510	chr7	120800547	120800585	chr7	120800471	120801995	Vwa3a	0.333333333333333	39	33	5	TRUE	0.012897	0.0187055	0.0136087	6.6	-28.74
	VWA3B	HsaINT0181194	chr2:98087364-98093060	5697	chr2	+	VWA3B_98089758	98089758	98089759	98089759	2395	98087364	98093060	chr1	37034971	37035127	chr1	37026646	37035707	Vwa3b	0	157	14	1	FALSE	0.112776	0.0445292	0.0720946	10.06	-34.52
	VWA5A	HsaINT0181224	chr11:124136294-124136573	280	chr11	+	VWA5A_124136358	124136358	124136359	124136359	65	124136294	124136573	chr9	39593576	39593644	chr9	39593430	39593670	AW551984	0	69	47	8	TRUE	0.118052	0.0442536	0.0400123	8.37	-44.94
	VWA5B1	HsaINT1046471	chr1:20319507-20323355	3849	chr1	+	VWA5B1_20323272	20323272	20323273	20323273	3766	20319507	20323355	chr4	138603491	138603626	chr4	138600318	138604762	Vwa5b1	0	136	23	3	TRUE	0.170354	0.0577844	0.0550206	11.45	-21.93
	VWA8	HsaINT0086089	chr13:41570707-41575739	5033	chr13	-	VWA8_41571110	41571110	41571111	41571111	4628	41570707	41575739	chr14	79197918	79197978	chr14	79197511	79198221	Vwa8	0	61	26	3	TRUE	0.295256	0.141666	0.0961188	9.22	8.88
	VWA8	HsaINT0086084	chr13:41605277-41611575	6299	chr13	-	VWA8_41611307	41611307	41611308	41611308	267	41605277	41611575	chr14	79160598	79160734	chr14	79160122	79164103	Vwa8	0.00527603333333333	137	26	2	FALSE	0.241559	0.0767036	0.0910978	10.86	7.7
	VWA8	HsaINT0086075	chr13:41691939-41692861	923	chr13	-	VWA8_41692500	41692500	41692501	41692501	360	41691939	41692861	chr14	79093086	79093189	chr14	79092402	79093725	Vwa8	0	104	55	8	TRUE	0.099742	0.0720173	0.151456	7.94	4.19
	VWA8	HsaINT0086073	chr13:41692973-41699070	6098	chr13	-	VWA8_41698857	41698857	41698858	41698858	212	41692973	41699070	chr14	79089605	79089763	chr14	79086820	79092290	Vwa8	0	159	35	0	FALSE	0.237563	0.12314	0.179226	10.86	9.43
	VWA8	HsaINT0086072	chr13:41699271-41701391	2121	chr13	-	VWA8_41700863	41700863	41700864	41700864	527	41699271	41701391	chr14	79083070	79083226	chr14	79082912	79086619	Vwa8	0.456371333333333	157	46	4	TRUE	0.006695	0.120972	0.177751	4.18	8.35
	VWA8	HsaINT1046489	chr13:41721576-41727193	5618	chr13	-	VWA8_41724553	41724553	41724554	41724554	2639	41721576	41727193	chr14	79062322	79062469	chr14	79060649	79062483	Vwa8	0	148	3	1	FALSE	0.093817	0.0414041	0.0543516	7.82	6.02
	VWA8	HsaINT0086067	chr13:41729678-41732079	2402	chr13	-	VWA8_41731866	41731866	41731867	41731867	212	41729678	41732079	chr14	79058359	79058408	chr14	79056723	79058672	Vwa8	0.0043007	50	38	6	TRUE	0.277057	0.0440237	0.0744384	8.68	4.82
	VWA8	HsaINT0086059	chr13:41816776-41819217	2442	chr13	-	VWA8_41818765	41818765	41818766	41818766	451	41816776	41819217	chr14	78994894	78994972	chr14	78994569	78995085	Vwa8	0	79	2	0	FALSE	0.098259	0.0511749	0.0892459	8.65	10.57
	VWC2L	HsaINT1046495	chr2:214411787-214414113	2327	chr2	+	VWC2L_214412517	214412517	214412518	214412518	731	214411787	214414113	chr1	70726924	70727074	chr1	70726439	70728698	Vwc2l	0	151	35	7	TRUE	0.012696	0.296983	0.429345	1.69	-24.36
	VWCE	HsaINT0181287	chr11:61273317-61274498	1182	chr11	-	VWCE_61274219	61274219	61274220	61274220	278	61273317	61274498	chr19	10653450	10653535	chr19	10653136	10654233	Vwce	0	86	29	8	TRUE	0.079663	0.0191007	0.0177411	5.56	9.99
	VWDE	HsaINT0181319	chr7:12337273-12340321	3049	chr7	-	VWDE_12337711	12337711	12337712	12337712	2609	12337273	12340321	chr6	13162874	13163002	chr6	13162874	13166306	Vwde	0	129	56	8	TRUE	0.135274	0.0754503	0.103956	9.14	6.49
	VWDE	HsaINT0181312	chr7:12351714-12356110	4397	chr7	-	VWDE_12352677	12352677	12352678	12352678	3432	12351714	12356110	chr6	13176092	13176198	chr6	13174331	13176443	Vwde	0	107	61	9	TRUE	0.047089	0.0677203	0.060453	9.33	10.57
	VWDE	HsaINT0181307	chr7:12361522-12367356	5835	chr7	-	VWDE_12366071	12366071	12366072	12366072	1284	12361522	12367356	chr6	13184150	13184275	chr6	13181759	13185060	Vwde	0	126	15	1	FALSE	0.108454	0.0336288	0.0533996	9.22	9.8
	WAC	HsaINT0181389	chr10:28583506-28589735	6230	chr10	+	WAC_28584417	28584417	28584418	28584418	912	28583506	28589735	chr18	7904367	7904454	chr18	7901603	7905399	Wac	0.0221971	88	6	0	FALSE	0.163497	0.0244047	0.0527492	11.08	-40.47
	WAPL	HsaINT0181404	chr10:86443364-86446241	2878	chr10	-	WAPL_86446019	86446019	86446020	86446020	221	86443364	86446241	chr14	34740876	34740923	chr14	34739439	34741056	Wapl	0.0696979333333333	48	10	1	FALSE	0.012742	0.0261637	0.0322589	-12.23	7.84
	WAPL	HsaINT0181400	chr10:86453832-86458988	5157	chr10	-	WAPL_86455201	86455201	86455202	86455202	3786	86453832	86458988	chr14	34734124	34734212	chr14	34733808	34736669	Wapl	0.0866747666666667	89	10	2	FALSE	0.005069	0.0530609	0.0808807	4.04	8.07
	WARS	HsaINT0181427	chr14:100335037-100337061	2025	chr14	-	WARS_100335803	100335803	100335804	100335804	1257	100335037	100337061	chr12	108862773	108862785	chr12	108861427	108862802	Wars	0.0562067666666667	13	1	0	FALSE	0.038916	0.0176691	0.00452793	8.07	9.6
	WARS	HsaINT1046503	chr14:100361922-100369086	7165	chr14	-	WARS_100367087	100367087	100367088	100367088	1998	100361922	100369086	chr12	108884378	108884465	chr12	108882909	108888375	Wars	0.0289543666666667	88	6	1	FALSE	0.098318	0.0581391	0.0289428	4.67	7.87
	WASF1	HsaINT0181452	chr6:110108682-110113325	4644	chr6	-	WASF1_110110312	110110312	110110313	110110313	3012	110108682	110113325	chr10	40928671	40928754	chr10	40926619	40930630	Wasf1	0.0186562666666667	84	4	0	FALSE	0.014704	0.0777614	0.109501	7.07	6.12
	WASF2	HsaINT1046508	chr1:27416103-27418268	2166	chr1	-	WASF2_27416314	27416314	27416315	27416315	1953	27416103	27418268	chr4	133186223	133186325	chr4	133185753	133189077	Wasf2	0.00773793666666667	103	10	0	FALSE	0.040199	0.317191	0.405449	6.6	9.43
	WASHC2C	HsaINT1046525	chr10:45740247-45743389	3143	chr10	+	WASHC2C_45741757	45741757	45741758	45741758	1511	45740247	45743389	chr6	116217690	116217749	chr6	116216220	116217749	Washc2	0.0197879666666667	60	3	0	FALSE	0.122964	0.0171884	0.0218274	8.24	-18.75
	WASHC3	HsaINT0029703	chr12:102044213-102046053	1841	chr12	-	WASHC3_102044882	102044882	102044883	102044883	1170	102044213	102046053	chr10	88213871	88213981	chr10	88213713	88215982	Washc3	0.0248531666666667	111	0	0	FALSE	0.101888	0.0654367	0.128703	7.81	8.46
	WASHC4	HsaINT0086359	chr12:105133897-105137885	3989	chr12	+	WASHC4_105136735	105136735	105136736	105136736	2839	105133897	105137885	chr10	83566156	83566231	chr10	83564538	83569967	Washc4	0.0565351666666667	76	20	5	TRUE	0.128452	0.0421436	0.0918912	10.57	-5.62
	WASHC4	HsaINT0086370	chr12:105147147-105149614	2468	chr12	+	WASHC4_105149126	105149126	105149127	105149127	1980	105147147	105149614	chr10	83580463	83580542	chr10	83580362	83581256	Washc4	0.0843131666666667	80	64	10	TRUE	0.081891	0.0533602	0.0700873	3.68	-31
	WASHC5	HsaINT0085631	chr8:125039899-125043824	3926	chr8	-	WASHC5_125040603	125040603	125040604	125040604	3220	125039899	125043824	chr15	59340269	59340329	chr15	59339918	59340891	Washc5	0.00329156	61	12	3	TRUE	0.052842	0.0173388	0.0311171	8.55	9.79
	WASHC5	HsaINT0085628	chr8:125044699-125047206	2508	chr8	-	WASHC5_125046998	125046998	125046999	125046999	207	125044699	125047206	chr15	59342426	59342490	chr15	59342102	59344024	Washc5	0.0835441	65	18	4	TRUE	0.435068	0.0162456	0.0305415	8.7	6.84
	WASHC5	HsaINT0085642	chr8:125073325-125074997	1673	chr8	-	WASHC5_125074475	125074475	125074476	125074476	521	125073325	125074997	chr15	59360593	59360696	chr15	59359435	59361122	Washc5	0	104	23	4	TRUE	0.233424	0.0582451	0.086477	10.08	10.28
	WASHC5	HsaINT0085638	chr8:125081762-125082382	621	chr8	-	WASHC5_125081913	125081913	125081914	125081914	468	125081762	125082382	chr15	59367508	59367602	chr15	59367496	59368375	Washc5	0.0137021566666667	95	1	0	FALSE	0.3276	0.0447536	0.0769404	10.57	8.78
	WASL	HsaINT0181500	chr7:123696748-123704633	7886	chr7	-	WASL_123698851	123698851	123698852	123698852	5781	123696748	123704633	chr6	24627109	24627177	chr6	24626863	24629924	Wasl	0.0144358066666667	69	13	1	FALSE	0.133528	0.0857317	0.129745	9.14	9.26
	WBP2NL	HsaINT0181528	chr22:42019804-42020003	200	chr22	+	WBP2NL_42019975	42019975	42019976	42019976	172	42019804	42020003	chr15	82306215	82306296	chr15	82306186	82306345	Wbp2nl	0	82	50	11	TRUE	0.156826	0.081685	0.111061	9.27	-25.18
	WBP2NL	HsaINT0181530	chr22:42022357-42026765	4409	chr22	+	WBP2NL_42024452	42024452	42024453	42024453	2096	42022357	42026765	chr15	82313626	82313676	chr15	82308628	82313774	Wbp2nl	0	51	47	12	TRUE	0.035936	0.156001	0.0453153	8.62	-22.68
	WBP4	HsaINT0181532	chr13:41062717-41065015	2299	chr13	+	WBP4_41064150	41064150	41064151	41064151	1434	41062717	41065015	chr14	79478691	79478790	chr14	79477105	79480372	Wbp4	0.0135473	100	48	9	TRUE	0.162049	0.0557695	0.130027	8.99	-35.09
	WBP4	HsaINT0181536	chr13:41071574-41072781	1208	chr13	+	WBP4_41072178	41072178	41072179	41072179	605	41071574	41072781	chr14	79470477	79470521	chr14	79470181	79470686	Wbp4	0.115247366666667	45	62	13	TRUE	0.156712	0.0857483	0.0731739	8.68	-10.29
	WDFY2	HsaINT0181595	chr13:51584825-51660595	75771	chr13	+	WDFY2_51634262	51634262	51634263	51634263	49438	51584825	51660595	chr14	62874483	62874617	chr14	62838058	62885809	Wdfy2	0	135	31	2	FALSE	5.4e-05	0.0903598	0.102507	-19.15	-21.67
	WDFY2	HsaINT0181601	chr13:51719349-51727677	8329	chr13	+	WDFY2_51723493	51723493	51723494	51723494	4145	51719349	51727677	chr14	62932070	62932171	chr14	62930379	62934289	Wdfy2	0	102	26	4	TRUE	0.03402	0.0533538	0.0490819	8.56	-36.65
	WDFY2	HsaINT0181604	chr13:51751416-51755357	3942	chr13	+	WDFY2_51754396	51754396	51754397	51754397	2981	51751416	51755357	chr14	62949234	62949404	chr14	62948749	62951914	Wdfy2	0.1526998	171	118	22	TRUE	0.058682	0.0789569	0.0865951	7.84	-15.24
	WDFY3	HsaINT0181669	chr4:84672992-84677198	4207	chr4	-	WDFY3_84676902	84676902	84676903	84676903	295	84672992	84677198	chr5	101842624	101842710	chr5	101836282	101844016	Wdfy3	0.152235333333333	87	40	12	TRUE	0.052512	0.0440967	0.0376879	8.54	6.42
	WDFY3	HsaINT0181667	chr4:84678280-84678918	639	chr4	-	WDFY3_84678375	84678375	84678376	84678376	542	84678280	84678918	chr5	101844805	101844869	chr5	101844660	101844920	Wdfy3	0.0390189333333333	65	18	5	TRUE	0.004496	0.0208764	0.0230878	7.84	5.45
	WDFY3	HsaINT0181667	chr4:84678280-84678918	639	chr4	-	WDFY3_84678385	84678385	84678386	84678386	532	84678280	84678918	chr5	101844805	101844869	chr5	101844660	101844920	Wdfy3	0.0390189333333333	65	18	5	TRUE	0.069869	0.0208764	0.0230878	5.1	5.45
	WDFY3	HsaINT0181662	chr4:84690665-84691630	966	chr4	-	WDFY3_84690763	84690763	84690764	84690764	866	84690665	84691630	chr5	101851708	101851768	chr5	101851399	101852222	Wdfy3	0	61	37	6	TRUE	0.026868	0.0122867	0.0395435	8.3	5.42
	WDFY3	HsaINT0181659	chr4:84693033-84695969	2937	chr4	-	WDFY3_84695069	84695069	84695070	84695070	899	84693033	84695969	chr5	101853767	101853836	chr5	101852656	101855388	Wdfy3	0.00270848666666667	70	7	0	FALSE	0.133298	0.0165679	0.0270474	8.3	9.99
	WDFY3	HsaINT0181654	chr4:84705512-84708908	3397	chr4	-	WDFY3_84706650	84706650	84706651	84706651	2257	84705512	84708908	chr5	101862257	101862352	chr5	101861482	101863776	Wdfy3	0.0255798966666667	96	12	1	FALSE	0.003169	0.0330015	0.0438504	2.95	8.39
	WDFY3	HsaINT1046531	chr4:84737367-84739009	1643	chr4	-	WDFY3_84737894	84737894	84737895	84737895	1114	84737367	84739009	chr5	101885323	101885376	chr5	101885314	101886960	Wdfy3	0.0256552666666667	54	1	0	FALSE	0.12107	0.0544334	0.0605956	8.41	8.83
	WDFY3	HsaINT0181614	chr4:84798109-84801649	3541	chr4	-	WDFY3_84800904	84800904	84800905	84800905	744	84798109	84801649	chr5	101927662	101927736	chr5	101926537	101929880	Wdfy3	0	75	7	1	FALSE	0.15795	0.0296543	0.0291768	9.85	11.08
	WDFY3	HsaINT0181612	chr4:84803468-84808333	4866	chr4	-	WDFY3_84806271	84806271	84806272	84806272	2061	84803468	84808333	chr5	101931589	101931708	chr5	101931006	101937281	Wdfy3	0.0758410333333333	120	57	13	TRUE	0.030847	0.0602953	0.0990391	9.48	8.56
	WDFY4	HsaINT0181682	chr10:48778833-48779940	1108	chr10	+	WDFY4_48779571	48779571	48779572	48779572	739	48778833	48779940	chr14	33105827	33105920	chr14	33104572	33105987	Wdfy4	0	94	13	0	FALSE	0.031626	0.0153394	0.0132813	4.52	-9.44
	WDFY4	HsaINT0181688	chr10:48790918-48796297	5380	chr10	+	WDFY4_48794887	48794887	48794888	48794888	3970	48790918	48796297	chr14	33099846	33099926	chr14	33099170	33100904	Wdfy4	0	81	10	4	TRUE	0.1412	0.0123459	0.0193421	11.08	-15.19
	WDFY4	HsaINT0181696	chr10:48811709-48813956	2248	chr10	+	WDFY4_48813910	48813910	48813911	48813911	2202	48811709	48813956	chr14	33088673	33088738	chr14	33088070	33089852	Wdfy4	0	66	23	9	TRUE	0.295696	0.0293968	0.0357481	9.27	-16.02
	WDFY4	HsaINT0181702	chr10:48826910-48828777	1868	chr10	+	WDFY4_48827583	48827583	48827584	48827584	674	48826910	48828777	chr14	33074227	33074310	chr14	33073584	33076247	Wdfy4	0	84	19	4	TRUE	0.383671	0.035151	0.0464309	7.39	-17
